book_key,canonical_genre,count
933,romance,979
933,young_adult,3165
934,classics,1946
934,contemporary,31
934,fiction,1062
934,humor,55
934,philosophy,276
935,children,121
935,classics,2945
935,ebooks,63
935,fantasy,30
935,fiction,1554
935,historical_fiction,208
935,young_adult,344
936,ebooks,59
936,fantasy,571
936,fiction,190
936,horror,993
936,mystery,33
936,paranormal,24
936,science_fiction,334
936,suspense,22
936,thriller,70
937,children,298
937,classics,115
937,contemporary,23
937,fantasy,20
937,fiction,868
937,mystery,19
937,romance,32
937,science_fiction,160
937,young_adult,961
938,chick_lit,178
938,contemporary,779
938,ebooks,134
938,fiction,169
938,music,44
938,romance,1854
938,travel,41
938,young_adult,287
939,chick_lit,26
939,contemporary,202
939,crime,70
939,ebooks,43
939,fiction,922
939,mystery,994
939,suspense,165
939,thriller,317
939,young_adult,271
940,chick_lit,598
940,contemporary,413
940,ebooks,38
940,fiction,991
940,humor,70
940,romance,822
941,contemporary,30
941,ebooks,22
941,fiction,2110
941,historical_fiction,410
941,romance,22
942,chick_lit,617
942,contemporary,1051
942,ebooks,154
942,fiction,220
942,humor,454
942,romance,107
943,biography,80
943,contemporary,31
943,ebooks,13
943,fiction,339
943,humor,1582
943,memoir,523
943,nonfiction,411
944,contemporary,19
944,ebooks,27
944,fantasy,135
944,fiction,743
944,horror,163
944,mystery,32
944,science_fiction,19
944,suspense,83
945,ebooks,69
945,fantasy,1089
945,fiction,187
945,historical_fiction,24
945,paranormal,838
945,romance,779
945,young_adult,1507
946,ebooks,86
946,fantasy,263
946,fiction,418
946,horror,30
946,mystery,37
946,romance,28
946,science_fiction,603
946,suspense,33
946,thriller,38
946,young_adult,1383
947,ebooks,216
947,fantasy,3298
947,fiction,402
947,horror,152
947,paranormal,1817
947,romance,1092
947,science_fiction,289
947,young_adult,3263
948,classics,22
948,contemporary,131
948,fiction,1611
949,ebooks,55
949,fantasy,6689
949,fiction,698
949,romance,13
949,science,17
949,science_fiction,38
950,art,169
950,contemporary,1759
950,ebooks,88
950,fiction,825
950,romance,1010
950,young_adult,2917
951,contemporary,207
951,ebooks,32
951,fiction,1650
951,horror,23
951,humor,87
951,mystery,14
951,suspense,19
951,thriller,106
952,chick_lit,1979
952,contemporary,162
952,ebooks,39
952,fiction,518
952,humor,163
952,romance,275
952,young_adult,16
953,ebooks,61
953,fantasy,3026
953,fiction,1025
953,horror,982
953,mystery,32
953,paranormal,25
953,science_fiction,288
953,suspense,21
953,thriller,59
954,art,4
954,fantasy,38
954,fiction,9
954,nonfiction,39
954,paranormal,25
954,romance,18
954,young_adult,73
955,chick_lit,515
955,contemporary,240
955,ebooks,36
955,fiction,778
955,humor,212
955,romance,437
955,young_adult,18
956,biography,1248
956,business,12
956,classics,19
956,ebooks,30
956,fiction,29
956,history,144
956,humor,204
956,memoir,347
956,nonfiction,599
956,philosophy,39
956,science,2033
956,self_help,12
957,contemporary,61
957,ebooks,82
957,fantasy,1965
957,mystery,33
957,science_fiction,31
957,young_adult,47
958,chick_lit,10
958,children,125
958,classics,12
958,history,11
958,romance,59
959,art,27
959,biography,86
959,classics,3039
959,ebooks,31
959,fiction,2364
959,historical_fiction,34
959,memoir,50
959,philosophy,36
960,ebooks,50
960,fantasy,4793
960,fiction,483
960,science_fiction,33
961,classics,4638
961,ebooks,61
961,fiction,2053
961,historical_fiction,373
961,history,29
961,romance,166
962,chick_lit,135
962,contemporary,674
962,ebooks,129
962,fiction,128
962,poetry,57
962,romance,1539
962,young_adult,851
963,contemporary,20
963,crime,139
963,ebooks,24
963,fiction,954
963,mystery,342
963,suspense,164
963,thriller,390
964,children,21
964,classics,44
964,fantasy,105
964,fiction,322
964,science_fiction,26
964,young_adult,50
965,chick_lit,146
965,contemporary,491
965,ebooks,82
965,fiction,95
965,music,162
965,romance,1672
965,young_adult,233
966,contemporary,13
966,crime,146
966,ebooks,5
966,fiction,55
966,mystery,567
966,thriller,270
967,contemporary,17
967,crime,14
967,ebooks,27
967,fantasy,132
967,fiction,774
967,horror,141
967,mystery,69
967,paranormal,44
967,science_fiction,19
967,suspense,55
967,thriller,215
968,biography,284
968,classics,20
968,fiction,63
968,historical_fiction,241
968,history,282
968,memoir,22
968,nonfiction,114
969,business,577
969,history,687
969,nonfiction,538
969,philosophy,28
969,science,57
970,ebooks,76
970,fantasy,1459
970,fiction,270
970,romance,35
970,science_fiction,470
970,thriller,42
970,young_adult,647
972,children,104
972,classics,3357
972,ebooks,95
972,fantasy,655
972,fiction,1372
972,historical_fiction,38
972,science,87
972,science_fiction,2002
972,travel,47
972,young_adult,58
973,biography,116
973,contemporary,23
973,ebooks,28
973,humor,25
973,memoir,336
973,nonfiction,508
973,philosophy,42
973,self_help,637
974,classics,518
974,ebooks,71
974,fantasy,269
974,fiction,2173
974,historical_fiction,425
974,history,156
974,philosophy,29
974,science,67
974,science_fiction,3033
975,biography,157
975,classics,36
975,crime,523
975,fiction,16
975,history,388
975,horror,196
975,memoir,21
975,mystery,85
975,nonfiction,696
975,suspense,14
975,thriller,25
978,chick_lit,50
978,contemporary,42
978,ebooks,86
978,fantasy,130
978,fiction,1082
978,historical_fiction,899
978,history,68
978,mystery,143
978,paranormal,929
978,romance,37
978,science_fiction,51
978,young_adult,50
979,chick_lit,109
979,contemporary,163
979,crime,22
979,ebooks,29
979,fantasy,38
979,fiction,914
979,mystery,361
979,paranormal,91
979,romance,17
979,suspense,28
980,contemporary,117
980,ebooks,92
980,fantasy,2793
980,fiction,555
980,horror,60
980,mystery,253
980,paranormal,2232
980,romance,790
980,science_fiction,43
980,young_adult,76
981,chick_lit,24
981,contemporary,38
981,ebooks,54
981,fantasy,1100
981,fiction,266
981,horror,39
981,mystery,73
981,paranormal,938
981,romance,481
981,young_adult,1987
982,contemporary,22
982,crime,359
982,ebooks,31
982,fiction,1317
982,historical_fiction,1654
982,history,97
982,horror,97
982,mystery,1756
982,suspense,122
982,thriller,392
983,biography,165
983,contemporary,108
983,fiction,70
983,history,120
983,memoir,552
983,nonfiction,995
983,philosophy,74
984,christian,102
984,classics,4403
984,ebooks,67
984,fantasy,216
984,fiction,122
984,historical_fiction,30
984,philosophy,200
984,poetry,242
985,biography,15
985,business,909
985,contemporary,33
985,crime,16
985,ebooks,30
985,fiction,26
985,history,416
985,nonfiction,663
986,contemporary,7
986,crime,6
986,fantasy,10
986,fiction,76
986,horror,131
986,mystery,7
986,paranormal,7
986,suspense,7
986,thriller,30
987,children,551
987,contemporary,604
987,ebooks,107
987,fantasy,3116
987,fiction,1276
987,horror,1091
987,mystery,82
987,paranormal,266
987,young_adult,1035
988,ebooks,39
988,fantasy,4341
988,fiction,428
988,romance,11
988,science_fiction,26
989,classics,45
989,crime,162
989,ebooks,16
989,fiction,770
989,historical_fiction,109
989,history,16
989,mystery,218
989,suspense,108
989,thriller,135
990,business,1806
990,ebooks,11
990,nonfiction,125
990,self_help,87
991,chick_lit,1063
991,contemporary,1661
991,ebooks,186
991,fiction,1601
991,humor,210
991,romance,2306
991,young_adult,376
992,chick_lit,34
992,contemporary,15
992,fantasy,514
992,fiction,162
992,horror,8
992,paranormal,201
992,romance,332
992,science_fiction,14
992,young_adult,431
993,art,34
993,contemporary,70
993,ebooks,55
993,fiction,408
993,historical_fiction,450
993,romance,31
993,young_adult,895
994,biography,420
994,children,16
994,classics,422
994,fiction,410
994,historical_fiction,47
994,history,35
994,humor,188
994,memoir,503
994,nonfiction,474
994,science,22
994,young_adult,38
995,contemporary,239
995,ebooks,149
995,fantasy,1367
995,fiction,398
995,horror,263
995,mystery,806
995,paranormal,1865
995,romance,1336
995,suspense,102
995,thriller,190
995,young_adult,2793
996,chick_lit,519
996,contemporary,141
996,crime,296
996,ebooks,52
996,fiction,733
996,humor,577
996,mystery,2364
996,romance,105
996,suspense,70
996,thriller,69
997,classics,3651
997,ebooks,48
997,fiction,1280
997,historical_fiction,1504
997,history,110
997,mystery,213
997,romance,478
997,suspense,42
997,thriller,41
997,young_adult,41
998,children,751
998,classics,91
998,fantasy,27
998,fiction,226
998,humor,107
998,young_adult,17
999,children,1214
999,classics,102
999,contemporary,28
999,fiction,513
999,humor,164
999,young_adult,292
1000,ebooks,189
1000,fantasy,4354
1000,fiction,404
1000,paranormal,595
1000,romance,521
1000,science_fiction,83
1000,young_adult,2108
1001,crime,122
1001,fiction,1669
1001,mystery,383
1001,suspense,105
1001,thriller,186
1002,ebooks,95
1002,fantasy,396
1002,fiction,363
1002,romance,749
1002,science_fiction,515
1002,thriller,44
1002,young_adult,2088
1003,classics,98
1003,contemporary,20
1003,ebooks,31
1003,fantasy,79
1003,fiction,1103
1003,nonfiction,27
1003,philosophy,40
1003,science,399
1003,science_fiction,2151
1004,chick_lit,584
1004,contemporary,2180
1004,ebooks,184
1004,fiction,375
1004,humor,54
1004,romance,2441
1004,young_adult,3091
1005,classics,67
1005,contemporary,412
1005,fiction,2450
1005,historical_fiction,45
1005,humor,46
1006,biography,278
1006,contemporary,16
1006,ebooks,30
1006,fiction,25
1006,history,21
1006,memoir,83
1006,nonfiction,149
1007,biography,227
1007,chick_lit,148
1007,contemporary,18
1007,ebooks,35
1007,fiction,51
1007,humor,833
1007,memoir,538
1007,nonfiction,289
1007,romance,22
1008,contemporary,28
1008,ebooks,67
1008,fantasy,974
1008,fiction,318
1008,mystery,26
1008,paranormal,219
1008,romance,139
1008,science_fiction,737
1008,suspense,21
1008,thriller,30
1008,young_adult,1362
1009,art,23
1009,contemporary,228
1009,ebooks,21
1009,fiction,1604
1009,historical_fiction,65
1009,young_adult,17
1010,art,22
1010,children,154
1010,classics,48
1010,comics,988
1010,ebooks,10
1010,fantasy,15
1010,fiction,228
1010,humor,663
1010,manga,8
1010,philosophy,12
1010,young_adult,32
1011,art,36
1011,contemporary,63
1011,fiction,1897
1011,historical_fiction,2097
1011,history,137
1011,mystery,246
1012,chick_lit,71
1012,contemporary,85
1012,ebooks,44
1012,fiction,1175
1012,historical_fiction,1351
1012,history,37
1012,mystery,686
1012,romance,187
1012,suspense,28
1013,classics,7
1013,cookbooks,841
1013,nonfiction,63
1013,self_help,3
1014,classics,165
1014,contemporary,20
1014,ebooks,77
1014,fantasy,671
1014,fiction,1650
1014,humor,1447
1014,romance,33
1014,science,74
1014,science_fiction,3087
1014,young_adult,33
1015,classics,1319
1015,contemporary,19
1015,fantasy,61
1015,fiction,1772
1015,philosophy,504
1016,contemporary,44
1016,crime,627
1016,ebooks,43
1016,fiction,419
1016,horror,43
1016,mystery,1095
1016,romance,20
1016,suspense,217
1016,thriller,605
1017,art,55
1017,chick_lit,249
1017,contemporary,142
1017,ebooks,51
1017,fiction,225
1017,historical_fiction,313
1017,history,31
1017,mystery,45
1017,romance,144
1018,ebooks,64
1018,fantasy,6459
1018,fiction,540
1018,romance,21
1018,science,29
1018,science_fiction,17
1018,young_adult,41
1019,classics,332
1019,ebooks,60
1019,fantasy,101
1019,fiction,1009
1019,philosophy,22
1019,science,76
1019,science_fiction,3090
1020,children,1618
1020,classics,187
1020,fantasy,1900
1020,fiction,854
1020,young_adult,500
1021,biography,23
1021,contemporary,21
1021,cookbooks,94
1021,fiction,51
1021,memoir,189
1021,nonfiction,212
1021,science,65
1022,ebooks,130
1022,fantasy,6197
1022,fiction,371
1022,mystery,70
1022,paranormal,220
1022,romance,817
1022,young_adult,2598
1024,crime,83
1024,ebooks,51
1024,fiction,390
1024,historical_fiction,216
1024,humor,117
1024,mystery,1139
1024,science,42
1024,suspense,45
1024,young_adult,511
1025,biography,62
1025,christian,736
1025,contemporary,12
1025,fiction,19
1025,memoir,213
1025,music,11
1025,nonfiction,320
1025,philosophy,39
1025,self_help,14
1026,chick_lit,42
1026,ebooks,75
1026,fantasy,87
1026,fiction,90
1026,historical_fiction,197
1026,history,113
1026,mystery,22
1026,paranormal,59
1026,romance,90
1026,travel,20
1027,children,306
1027,contemporary,56
1027,ebooks,68
1027,fantasy,3226
1027,fiction,467
1027,humor,65
1027,paranormal,59
1027,romance,199
1027,young_adult,1522
1028,chick_lit,378
1028,contemporary,300
1028,ebooks,38
1028,fiction,1226
1028,mystery,180
1028,romance,26
1028,suspense,53
1028,thriller,33
1029,comics,3972
1029,ebooks,44
1029,fantasy,2554
1029,fiction,680
1029,manga,60
1029,romance,360
1029,science_fiction,1530
1030,contemporary,182
1030,ebooks,18
1030,fiction,1821
1030,romance,15
1030,sports,441
1030,young_adult,23
1031,classics,66
1031,fiction,31
1031,historical_fiction,26
1031,history,78
1031,memoir,35
1031,travel,273
1032,children,104
1032,ebooks,31
1032,fantasy,892
1032,fiction,105
1032,young_adult,160
1033,children,1520
1033,classics,47
1033,contemporary,43
1033,ebooks,88
1033,fantasy,717
1033,fiction,1177
1033,humor,220
1033,mystery,542
1033,young_adult,972
1034,contemporary,86
1034,crime,131
1034,ebooks,81
1034,fantasy,4334
1034,fiction,834
1034,horror,168
1034,humor,61
1034,mystery,911
1034,paranormal,635
1034,romance,32
1034,science_fiction,100
1034,suspense,28
1034,thriller,84
1035,biography,722
1035,business,12
1035,ebooks,13
1035,history,170
1035,memoir,15
1035,nonfiction,261
1035,science,276
1036,chick_lit,82
1036,contemporary,243
1036,ebooks,59
1036,fiction,49
1036,music,114
1036,romance,1027
1036,young_adult,116
1037,contemporary,23
1037,crime,147
1037,ebooks,23
1037,fiction,930
1037,mystery,367
1037,suspense,161
1037,thriller,357
1038,children,544
1038,classics,455
1038,fiction,213
1038,historical_fiction,1154
1038,history,75
1038,young_adult,793
1039,classics,544
1039,contemporary,58
1039,ebooks,69
1039,fantasy,1232
1039,fiction,84
1039,historical_fiction,420
1039,horror,1483
1039,humor,872
1039,paranormal,368
1039,romance,555
1039,science_fiction,111
1039,young_adult,148
1040,biography,41
1040,contemporary,52
1040,ebooks,40
1040,fiction,59
1040,humor,435
1040,memoir,207
1040,nonfiction,196
1040,travel,45
1041,classics,2835
1041,ebooks,59
1041,fiction,1860
1041,historical_fiction,75
1041,philosophy,177
1041,romance,32
1042,classics,37
1042,contemporary,22
1042,crime,93
1042,ebooks,86
1042,fantasy,344
1042,fiction,452
1042,humor,295
1042,mystery,199
1042,paranormal,21
1042,science,68
1042,science_fiction,489
1042,travel,24
1043,children,344
1043,comics,75
1043,contemporary,53
1043,fantasy,18
1043,fiction,330
1043,humor,115
1043,young_adult,188
1044,biography,375
1044,chick_lit,80
1044,contemporary,64
1044,ebooks,37
1044,humor,1182
1044,memoir,1071
1044,nonfiction,966
1045,ebooks,55
1045,fantasy,319
1045,fiction,458
1045,romance,309
1045,science_fiction,97
1045,young_adult,327
1046,biography,59
1046,contemporary,78
1046,ebooks,43
1046,fiction,25
1046,humor,1167
1046,memoir,158
1046,nonfiction,1575
1046,romance,59
1046,science,104
1046,self_help,75
1047,art,46
1047,children,839
1047,contemporary,46
1047,fantasy,333
1047,fiction,539
1047,young_adult,390
1048,biography,108
1048,ebooks,11
1048,fiction,74
1048,historical_fiction,13
1048,history,348
1048,memoir,24
1048,nonfiction,462
1048,science,47
1048,thriller,25
1048,travel,27
1049,fantasy,1027
1049,fiction,112
1049,mystery,24
1049,romance,121
1049,science_fiction,107
1049,young_adult,41
1050,ebooks,123
1050,fantasy,1475
1050,fiction,950
1050,horror,65
1050,mystery,104
1050,paranormal,65
1050,romance,71
1050,science_fiction,1621
1050,suspense,72
1050,thriller,173
1050,young_adult,3634
1051,biography,13
1051,chick_lit,15
1051,ebooks,10
1051,fiction,637
1051,historical_fiction,1459
1051,history,87
1051,nonfiction,19
1051,romance,18
1052,chick_lit,185
1052,contemporary,188
1052,ebooks,35
1052,fiction,915
1052,romance,13
1052,young_adult,16
1053,ebooks,64
1053,fantasy,3043
1053,fiction,1044
1053,horror,943
1053,mystery,26
1053,paranormal,27
1053,science,23
1053,science_fiction,288
1053,thriller,58
1054,fantasy,431
1054,fiction,62
1054,romance,148
1054,science_fiction,554
1054,young_adult,348
1055,classics,627
1055,contemporary,153
1055,ebooks,35
1055,fantasy,300
1055,fiction,2328
1055,historical_fiction,514
1055,history,90
1056,contemporary,23
1056,ebooks,50
1056,fantasy,220
1056,fiction,784
1056,horror,1089
1056,humor,615
1056,nonfiction,92
1056,paranormal,41
1056,science_fiction,256
1056,self_help,35
1056,young_adult,22
1057,contemporary,12
1057,crime,28
1057,ebooks,22
1057,fiction,320
1057,mystery,134
1057,romance,8
1057,suspense,31
1057,thriller,97
1058,classics,544
1058,crime,507
1058,ebooks,72
1058,historical_fiction,37
1058,mystery,2981
1058,suspense,28
1058,thriller,67
1059,children,375
1059,fantasy,182
1059,fiction,425
1059,mystery,63
1059,science_fiction,534
1059,suspense,48
1059,thriller,37
1059,young_adult,896
1060,cookbooks,52
1060,history,30
1060,nonfiction,1188
1060,philosophy,29
1060,science,316
1060,self_help,43
1061,children,849
1061,classics,810
1061,fantasy,84
1061,fiction,951
1061,historical_fiction,2420
1061,history,142
1061,paranormal,29
1061,romance,174
1061,young_adult,1564
1062,contemporary,55
1062,fantasy,134
1062,fiction,62
1062,romance,280
1062,science_fiction,31
1062,young_adult,336
1063,chick_lit,2295
1063,contemporary,189
1063,ebooks,36
1063,fiction,676
1063,humor,180
1063,romance,376
1063,young_adult,17
1064,classics,4322
1064,crime,138
1064,ebooks,104
1064,historical_fiction,241
1064,horror,290
1064,mystery,1826
1064,romance,101
1064,suspense,106
1064,thriller,108
1065,contemporary,169
1065,crime,735
1065,ebooks,63
1065,fiction,1078
1065,mystery,2500
1065,suspense,135
1065,thriller,434
1066,chick_lit,358
1066,contemporary,1201
1066,ebooks,118
1066,fiction,231
1066,romance,1321
1066,young_adult,1761
1067,chick_lit,493
1067,contemporary,127
1067,crime,270
1067,ebooks,46
1067,fiction,684
1067,humor,553
1067,mystery,2201
1067,romance,395
1067,suspense,62
1067,thriller,51
1068,biography,404
1068,classics,68
1068,contemporary,14
1068,fiction,71
1068,historical_fiction,12
1068,history,53
1068,memoir,796
1068,nonfiction,468
1069,business,455
1069,ebooks,33
1069,history,26
1069,humor,24
1069,nonfiction,690
1069,philosophy,14
1069,science,285
1070,contemporary,109
1070,ebooks,140
1070,fantasy,2713
1070,fiction,451
1070,horror,53
1070,mystery,289
1070,paranormal,2373
1070,romance,1339
1070,suspense,64
1070,young_adult,83
1071,ebooks,46
1071,fantasy,4597
1071,fiction,424
1071,romance,76
1071,science_fiction,30
1072,chick_lit,1008
1072,contemporary,82
1072,ebooks,24
1072,fiction,412
1072,romance,204
1073,classics,4154
1073,ebooks,70
1073,fiction,1371
1073,historical_fiction,300
1073,history,26
1073,humor,22
1073,romance,169
1074,classics,397
1074,contemporary,19
1074,ebooks,36
1074,fantasy,107
1074,fiction,173
1074,humor,191
1074,philosophy,28
1074,science,33
1074,science_fiction,1549
1075,contemporary,33
1075,crime,76
1075,ebooks,33
1075,fantasy,24
1075,fiction,105
1075,horror,1790
1075,mystery,229
1075,suspense,111
1075,thriller,299
1076,chick_lit,53
1076,contemporary,338
1076,ebooks,28
1076,fiction,1395
1076,humor,19
1077,comics,2431
1077,crime,48
1077,ebooks,20
1077,fantasy,1749
1077,fiction,427
1077,manga,38
1077,mystery,218
1077,young_adult,29
1078,business,106
1078,ebooks,46
1078,nonfiction,101
1078,self_help,80
1079,christian,6
1079,classics,10
1079,contemporary,15
1079,fantasy,61
1079,fiction,661
1079,mystery,20
1079,nonfiction,45
1079,paranormal,14
1079,philosophy,36
1079,science_fiction,9
1079,self_help,100
1080,chick_lit,290
1080,contemporary,1656
1080,ebooks,105
1080,fiction,225
1080,romance,1682
1080,young_adult,1961
1081,contemporary,20
1081,ebooks,43
1081,fantasy,13
1081,fiction,725
1081,historical_fiction,2041
1081,history,239
1081,romance,27
1081,thriller,20
1082,contemporary,286
1082,ebooks,26
1082,fantasy,30
1082,fiction,1722
1082,mystery,54
1082,philosophy,15
1082,romance,25
1084,classics,3400
1084,ebooks,59
1084,fiction,2381
1084,historical_fiction,51
1085,chick_lit,4
1085,contemporary,38
1085,fiction,452
1085,humor,38
1085,romance,38
1085,young_adult,33
1086,contemporary,54
1086,crime,57
1086,ebooks,76
1086,fantasy,1551
1086,fiction,572
1086,horror,652
1086,mystery,341
1086,paranormal,1485
1086,romance,646
1086,suspense,41
1086,thriller,48
1088,ebooks,48
1088,fiction,1348
1088,historical_fiction,248
1089,ebooks,63
1089,fantasy,2797
1089,fiction,1116
1089,humor,1057
1089,science_fiction,104
1089,young_adult,38
1090,classics,44
1090,contemporary,190
1090,fantasy,621
1090,fiction,2281
1090,horror,3165
1090,mystery,503
1090,paranormal,114
1090,science_fiction,110
1090,suspense,63
1090,thriller,223
1091,contemporary,14
1091,crime,406
1091,ebooks,21
1091,fiction,361
1091,mystery,828
1091,suspense,93
1091,thriller,223
1092,contemporary,18
1092,crime,97
1092,ebooks,31
1092,fiction,829
1092,historical_fiction,30
1092,mystery,392
1092,thriller,165
1093,ebooks,45
1093,fantasy,346
1093,fiction,162
1093,paranormal,210
1093,romance,131
1093,young_adult,354
1094,classics,3124
1094,ebooks,42
1094,fiction,1978
1094,historical_fiction,747
1094,history,48
1094,romance,34
1094,young_adult,47
1095,contemporary,46
1095,ebooks,44
1095,fantasy,195
1095,fiction,608
1095,science,27
1095,science_fiction,830
1095,suspense,38
1095,young_adult,2217
1096,biography,7
1096,fiction,141
1096,historical_fiction,12
1096,history,336
1096,humor,1583
1096,nonfiction,401
1097,biography,83
1097,christian,85
1097,ebooks,7
1097,fiction,12
1097,memoir,84
1097,nonfiction,108
1097,self_help,6
1098,contemporary,175
1098,ebooks,46
1098,romance,25
1098,young_adult,19
1099,classics,568
1099,ebooks,30
1099,fiction,19
1099,history,58
1099,nonfiction,17
1099,philosophy,91
1099,self_help,69
1100,classics,46
1100,contemporary,35
1100,crime,10
1100,ebooks,19
1100,fiction,824
1100,historical_fiction,287
1100,history,14
1100,mystery,59
1100,romance,9
1100,suspense,25
1100,thriller,130
1101,chick_lit,162
1101,contemporary,163
1101,crime,33
1101,ebooks,28
1101,fiction,899
1101,mystery,37
1101,romance,21
1101,suspense,11
1101,young_adult,15
1102,biography,222
1102,contemporary,22
1102,fiction,57
1102,humor,174
1102,memoir,855
1102,nonfiction,297
1103,chick_lit,157
1103,contemporary,45
1103,ebooks,6
1103,fiction,349
1103,mystery,33
1103,romance,76
1103,young_adult,5
1104,chick_lit,81
1104,contemporary,207
1104,ebooks,71
1104,fiction,264
1104,romance,952
1105,classics,155
1105,ebooks,41
1105,fantasy,620
1105,fiction,1080
1105,philosophy,25
1105,science,80
1105,science_fiction,607
1106,christian,69
1106,classics,47
1106,fantasy,327
1106,fiction,277
1106,philosophy,59
1107,contemporary,55
1107,ebooks,12
1107,fiction,468
1107,humor,31
1107,romance,77
1108,children,461
1108,classics,1477
1108,ebooks,27
1108,fiction,435
1108,romance,15
1108,young_adult,52
1109,chick_lit,4
1109,fantasy,48
1109,fiction,12
1109,nonfiction,13
1109,paranormal,23
1109,romance,27
1109,science_fiction,2
1109,young_adult,60
1110,chick_lit,207
1110,contemporary,1144
1110,ebooks,140
1110,fiction,212
1110,music,238
1110,romance,2059
1110,young_adult,406
1111,chick_lit,867
1111,contemporary,42
1111,ebooks,9
1111,fiction,217
1111,humor,17
1111,romance,184
1111,young_adult,4
1112,chick_lit,41
1112,children,692
1112,classics,2287
1112,ebooks,40
1112,fiction,1145
1112,historical_fiction,493
1112,romance,327
1112,young_adult,1104
1113,classics,752
1113,ebooks,41
1113,fiction,335
1113,history,25
1113,nonfiction,166
1113,philosophy,136
1113,poetry,76
1115,biography,384
1115,crime,108
1115,ebooks,39
1115,history,12
1115,memoir,37
1115,mystery,17
1115,nonfiction,364
1116,ebooks,10
1116,fantasy,381
1116,fiction,456
1116,historical_fiction,81
1116,history,14
1116,mystery,7
1116,philosophy,10
1116,romance,12
1116,thriller,8
1117,classics,34
1117,contemporary,35
1117,ebooks,32
1117,fantasy,192
1117,fiction,1679
1117,horror,166
1117,mystery,35
1117,science,88
1117,science_fiction,1588
1117,suspense,115
1117,thriller,677
1118,ebooks,114
1118,fantasy,388
1118,fiction,378
1118,romance,961
1118,science_fiction,402
1118,young_adult,2286
1119,ebooks,55
1119,fantasy,6039
1119,fiction,616
1119,romance,13
1119,science_fiction,37
1120,children,773
1120,classics,33
1120,ebooks,98
1120,fantasy,335
1120,fiction,859
1120,history,25
1120,poetry,25
1120,young_adult,65
1121,classics,328
1121,contemporary,99
1121,ebooks,41
1121,fiction,2282
1121,historical_fiction,645
1121,history,101
1121,horror,144
1121,romance,32
1122,contemporary,28
1122,ebooks,68
1122,fantasy,1010
1122,fiction,153
1122,mystery,27
1122,paranormal,848
1122,romance,788
1122,young_adult,1294
1123,ebooks,39
1123,fantasy,140
1123,fiction,721
1123,horror,2477
1123,mystery,31
1123,paranormal,31
1123,science_fiction,36
1123,suspense,41
1123,thriller,129
1124,contemporary,175
1124,crime,11
1124,ebooks,37
1124,fantasy,120
1124,fiction,1402
1124,horror,378
1124,humor,37
1124,mystery,35
1124,paranormal,22
1124,romance,28
1124,suspense,12
1124,thriller,70
1125,chick_lit,7
1125,contemporary,34
1125,fiction,16
1125,humor,24
1125,romance,208
1125,young_adult,19
1126,comics,84
1126,fantasy,252
1126,fiction,61
1126,horror,46
1126,mystery,17
1126,paranormal,131
1126,romance,256
1126,young_adult,139
1127,contemporary,78
1127,crime,98
1127,ebooks,25
1127,fantasy,1432
1127,fiction,733
1127,horror,81
1127,humor,54
1127,mystery,779
1127,paranormal,521
1127,science_fiction,82
1127,suspense,26
1127,thriller,58
1128,classics,57
1128,ebooks,27
1128,fantasy,4846
1128,fiction,621
1128,romance,84
1128,science,21
1128,science_fiction,1065
1128,young_adult,163
1129,biography,4
1129,classics,18
1129,fantasy,146
1129,fiction,30
1129,history,3
1129,nonfiction,11
1129,young_adult,2
1130,chick_lit,214
1130,contemporary,1110
1130,ebooks,44
1130,fiction,204
1130,romance,596
1130,young_adult,156
1131,chick_lit,167
1131,classics,27
1131,contemporary,171
1131,ebooks,17
1131,fantasy,203
1131,fiction,343
1131,historical_fiction,147
1131,romance,580
1131,travel,19
1132,classics,44
1132,contemporary,7
1132,crime,15
1132,ebooks,7
1132,fantasy,32
1132,fiction,253
1132,historical_fiction,7
1132,history,9
1132,horror,1580
1132,mystery,54
1132,nonfiction,72
1132,paranormal,136
1132,suspense,21
1132,thriller,74
1133,classics,393
1133,contemporary,121
1133,fiction,525
1133,historical_fiction,983
1133,history,79
1133,romance,320
1134,chick_lit,55
1134,contemporary,221
1134,ebooks,44
1134,fiction,73
1134,romance,1110
1135,classics,2657
1135,ebooks,59
1135,fiction,2164
1135,historical_fiction,83
1136,contemporary,81
1136,ebooks,24
1136,fiction,1791
1136,historical_fiction,418
1136,history,26
1137,children,468
1137,contemporary,32
1137,crime,38
1137,ebooks,35
1137,fantasy,3234
1137,fiction,608
1137,humor,61
1137,mystery,47
1137,paranormal,49
1137,science_fiction,353
1137,young_adult,1336
1138,contemporary,36
1138,crime,224
1138,ebooks,23
1138,fiction,486
1138,mystery,878
1138,romance,15
1138,suspense,262
1138,thriller,549
1139,contemporary,20
1139,ebooks,14
1139,fantasy,103
1139,fiction,847
1139,horror,1466
1139,mystery,34
1139,paranormal,66
1139,science_fiction,227
1139,suspense,54
1139,thriller,166
1140,contemporary,68
1140,ebooks,121
1140,fantasy,2270
1140,fiction,288
1140,humor,63
1140,mystery,178
1140,paranormal,1711
1140,romance,737
1140,young_adult,2564
1141,art,746
1141,business,190
1141,contemporary,10
1141,ebooks,29
1141,humor,11
1141,nonfiction,426
1141,philosophy,27
1141,self_help,260
1142,contemporary,50
1142,ebooks,70
1142,fantasy,124
1142,fiction,1892
1142,historical_fiction,655
1142,history,142
1142,mystery,47
1142,science,132
1142,science_fiction,1536
1142,thriller,222
1143,chick_lit,150
