book_key,goodreads_book_id,tag_id,tag_name,normalized_tag_name,canonical_genre,count
3642,38262,11743,fiction,fiction,fiction,714
3642,38262,14487,historical-fiction,historical-fiction,historical_fiction,128
3642,38262,10210,ebooks,ebooks,ebooks,35
3642,38262,26138,romance,romance,romance,32
3642,38262,6857,children,children,children,13
1434,38296,7457,classics,classics,classics,2311
1434,38296,11743,fiction,fiction,fiction,1039
1434,38296,14487,historical-fiction,historical-fiction,historical_fiction,700
1434,38296,14552,history,history,history,95
1434,38296,10210,ebooks,ebooks,ebooks,49
1434,38296,26138,romance,romance,romance,30
1434,38296,33114,young-adult,young-adult,young_adult,17
3069,38315,5951,business,business,business,369
3069,38315,23471,philosophy,philosophy,philosophy,196
3069,38315,21773,nonfiction,nonfiction,nonfiction,163
3069,38315,26816,science,science,science,139
3069,38315,27095,self-help,self-help,self_help,21
3069,38315,14552,history,history,history,13
2766,38333,11743,fiction,fiction,fiction,262
2766,38333,26837,science-fiction,science-fiction,science_fiction,81
2766,38333,33114,young-adult,young-adult,young_adult,48
2766,38333,11305,fantasy,fantasy,fantasy,43
2766,38333,14821,horror,horror,horror,15
2766,38333,20939,mystery,mystery,mystery,14
2766,38333,26138,romance,romance,romance,11
2766,38333,8055,contemporary,contemporary,contemporary,9
5269,38412,26816,science,science,science,666
5269,38412,14552,history,history,history,233
5269,38412,21773,nonfiction,nonfiction,nonfiction,142
5269,38412,4605,biography,biography,biography,45
5269,38412,23471,philosophy,philosophy,philosophy,14
5269,38412,11743,fiction,fiction,fiction,6
5269,38412,10210,ebooks,ebooks,ebooks,4
5269,38412,5951,business,business,business,4
119,38447,11743,fiction,fiction,fiction,9562
119,38447,7457,classics,classics,classics,5711
119,38447,26837,science-fiction,science-fiction,science_fiction,3930
119,38447,11305,fantasy,fantasy,fantasy,1103
119,38447,8055,contemporary,contemporary,contemporary,323
119,38447,10210,ebooks,ebooks,ebooks,208
119,38447,14821,horror,horror,horror,153
3505,38462,11743,fiction,fiction,fiction,959
3505,38462,7457,classics,classics,classics,586
3505,38462,26138,romance,romance,romance,85
3505,38462,14487,historical-fiction,historical-fiction,historical_fiction,22
3505,38462,8055,contemporary,contemporary,contemporary,15
1960,38500,11743,fiction,fiction,fiction,657
1960,38500,7457,classics,classics,classics,101
1960,38500,23831,poetry,poetry,poetry,58
1960,38500,8055,contemporary,contemporary,contemporary,42
1960,38500,15048,humor,humor,humor,32
1960,38500,10210,ebooks,ebooks,ebooks,22
1960,38500,4605,biography,biography,biography,19
1960,38500,26138,romance,romance,romance,14
1960,38500,19733,memoir,memoir,memoir,7
1444,38501,11743,fiction,fiction,fiction,850
1444,38501,7457,classics,classics,classics,231
1444,38501,8055,contemporary,contemporary,contemporary,64
1444,38501,23831,poetry,poetry,poetry,52
1444,38501,19733,memoir,memoir,memoir,48
1444,38501,4605,biography,biography,biography,33
1444,38501,15048,humor,humor,humor,24
1444,38501,33114,young-adult,young-adult,young_adult,15
1444,38501,10210,ebooks,ebooks,ebooks,14
5460,38502,11743,fiction,fiction,fiction,202
5460,38502,23831,poetry,poetry,poetry,64
5460,38502,7457,classics,classics,classics,31
5460,38502,15048,humor,humor,humor,9
5460,38502,19733,memoir,memoir,memoir,8
5460,38502,8055,contemporary,contemporary,contemporary,7
5460,38502,4605,biography,biography,biography,7
5460,38502,10210,ebooks,ebooks,ebooks,4
5460,38502,21773,nonfiction,nonfiction,nonfiction,4
5865,38503,11743,fiction,fiction,fiction,224
5865,38503,23831,poetry,poetry,poetry,71
5865,38503,7457,classics,classics,classics,31
5865,38503,8055,contemporary,contemporary,contemporary,9
5865,38503,4605,biography,biography,biography,7
5865,38503,10210,ebooks,ebooks,ebooks,6
6320,38505,11743,fiction,fiction,fiction,222
6320,38505,15048,humor,humor,humor,18
6320,38505,7457,classics,classics,classics,17
6320,38505,8055,contemporary,contemporary,contemporary,16
6320,38505,19733,memoir,memoir,memoir,8
6320,38505,23831,poetry,poetry,poetry,7
6320,38505,4605,biography,biography,biography,7
6320,38505,10210,ebooks,ebooks,ebooks,4
6320,38505,14552,history,history,history,3
9066,38529,26138,romance,romance,romance,402
9066,38529,22973,paranormal,paranormal,paranormal,378
9066,38529,11305,fantasy,fantasy,fantasy,101
9066,38529,11743,fiction,fiction,fiction,48
9066,38529,15048,humor,humor,humor,34
9066,38529,8055,contemporary,contemporary,contemporary,23
9066,38529,10210,ebooks,ebooks,ebooks,16
9066,38529,6750,chick-lit,chick-lit,chick_lit,7
9201,38548,26138,romance,romance,romance,484
9201,38548,22973,paranormal,paranormal,paranormal,449
9201,38548,11305,fantasy,fantasy,fantasy,134
9201,38548,11743,fiction,fiction,fiction,50
9201,38548,15048,humor,humor,humor,40
9201,38548,8055,contemporary,contemporary,contemporary,34
9201,38548,10210,ebooks,ebooks,ebooks,19
9201,38548,6750,chick-lit,chick-lit,chick_lit,15
9491,38562,26138,romance,romance,romance,366
9491,38562,22973,paranormal,paranormal,paranormal,351
9491,38562,11305,fantasy,fantasy,fantasy,88
9491,38562,11743,fiction,fiction,fiction,42
9491,38562,15048,humor,humor,humor,35
9491,38562,20939,mystery,mystery,mystery,20
9491,38562,10210,ebooks,ebooks,ebooks,18
9491,38562,8055,contemporary,contemporary,contemporary,16
9491,38562,6750,chick-lit,chick-lit,chick_lit,11
4679,38568,22973,paranormal,paranormal,paranormal,703
4679,38568,26138,romance,romance,romance,683
4679,38568,11305,fantasy,fantasy,fantasy,207
4679,38568,11743,fiction,fiction,fiction,78
4679,38568,15048,humor,humor,humor,51
4679,38568,8055,contemporary,contemporary,contemporary,50
4679,38568,10210,ebooks,ebooks,ebooks,35
4679,38568,6750,chick-lit,chick-lit,chick_lit,24
2105,38619,11305,fantasy,fantasy,fantasy,2511
2105,38619,22973,paranormal,paranormal,paranormal,1660
2105,38619,26138,romance,romance,romance,581
2105,38619,11743,fiction,fiction,fiction,361
2105,38619,20939,mystery,mystery,mystery,231
2105,38619,10210,ebooks,ebooks,ebooks,88
2105,38619,14821,horror,horror,horror,50
2105,38619,33114,young-adult,young-adult,young_adult,49
2105,38619,15048,humor,humor,humor,45
2105,38619,8055,contemporary,contemporary,contemporary,40
9395,38703,33114,young-adult,young-adult,young_adult,322
9395,38703,11743,fiction,fiction,fiction,173
9395,38703,6953,childrens,childrens,children,41
9395,38703,8055,contemporary,contemporary,contemporary,40
9395,38703,6857,children,children,children,35
9395,38703,26138,romance,romance,romance,31
9395,38703,20939,mystery,mystery,mystery,14
9395,38703,8517,crime,crime,crime,13
9395,38703,15048,humor,humor,humor,12
77,38709,33114,young-adult,young-adult,young_adult,4277
77,38709,11743,fiction,fiction,fiction,3049
77,38709,6953,childrens,childrens,children,1367
77,38709,6857,children,children,children,798
77,38709,20939,mystery,mystery,mystery,662
77,38709,7457,classics,classics,classics,541
77,38709,8055,contemporary,contemporary,contemporary,411
77,38709,11305,fantasy,fantasy,fantasy,252
77,38709,15048,humor,humor,humor,221
77,38709,8517,crime,crime,crime,76
6998,38723,21773,nonfiction,nonfiction,nonfiction,260
6998,38723,7457,classics,classics,classics,195
6998,38723,14552,history,history,history,87
6998,38723,23471,philosophy,philosophy,philosophy,59
6998,38723,27095,self-help,self-help,self_help,12
8053,38739,4605,biography,biography,biography,177
8053,38739,19733,memoir,memoir,memoir,159
8053,38739,21773,nonfiction,nonfiction,nonfiction,156
8053,38739,11743,fiction,fiction,fiction,123
8053,38739,7457,classics,classics,classics,89
8053,38739,15048,humor,humor,humor,80
8053,38739,14487,historical-fiction,historical-fiction,historical_fiction,17
8053,38739,14552,history,history,history,11
8053,38739,33114,young-adult,young-adult,young_adult,10
8053,38739,26816,science,science,science,9
8053,38739,6857,children,children,children,6
8053,38739,8055,contemporary,contemporary,contemporary,6
1656,38743,19733,memoir,memoir,memoir,269
1656,38743,21773,nonfiction,nonfiction,nonfiction,248
1656,38743,4605,biography,biography,biography,241
1656,38743,11743,fiction,fiction,fiction,177
1656,38743,7457,classics,classics,classics,141
1656,38743,15048,humor,humor,humor,93
1656,38743,14487,historical-fiction,historical-fiction,historical_fiction,28
1656,38743,14552,history,history,history,21
1656,38743,33114,young-adult,young-adult,young_adult,19
1656,38743,8055,contemporary,contemporary,contemporary,11
1656,38743,6857,children,children,children,10
1656,38743,26816,science,science,science,8
3903,38787,11743,fiction,fiction,fiction,338
3903,38787,7457,classics,classics,classics,149
3903,38787,11305,fantasy,fantasy,fantasy,39
3903,38787,8055,contemporary,contemporary,contemporary,9
3903,38787,14821,horror,horror,horror,8
5604,38855,14552,history,history,history,63
5604,38855,15048,humor,humor,humor,43
5604,38855,21773,nonfiction,nonfiction,nonfiction,35
5604,38855,4605,biography,biography,biography,16
5604,38855,31155,travel,travel,travel,10
5604,38855,11743,fiction,fiction,fiction,7
5604,38855,14487,historical-fiction,historical-fiction,historical_fiction,6
5604,38855,10210,ebooks,ebooks,ebooks,6
500,38980,33114,young-adult,young-adult,young_adult,2666
500,38980,26138,romance,romance,romance,860
500,38980,6750,chick-lit,chick-lit,chick_lit,776
500,38980,11743,fiction,fiction,fiction,693
500,38980,8055,contemporary,contemporary,contemporary,557
500,38980,15048,humor,humor,humor,233
500,38980,6953,childrens,childrens,children,93
500,38980,6857,children,children,children,66
500,38980,10210,ebooks,ebooks,ebooks,50
500,38980,11305,fantasy,fantasy,fantasy,36
2253,39020,14552,history,history,history,2801
2253,39020,21773,nonfiction,nonfiction,nonfiction,659
2253,39020,26816,science,science,science,149
2253,39020,10210,ebooks,ebooks,ebooks,25
5261,39026,30358,thriller,thriller,thriller,244
5261,39026,11743,fiction,fiction,fiction,166
5261,39026,20939,mystery,mystery,mystery,114
5261,39026,26837,science-fiction,science-fiction,science_fiction,93
5261,39026,29076,suspense,suspense,suspense,63
5261,39026,14821,horror,horror,horror,18
5261,39026,11305,fantasy,fantasy,fantasy,10
5261,39026,10210,ebooks,ebooks,ebooks,9
5261,39026,26816,science,science,science,5
5261,39026,8517,crime,crime,crime,4
5920,39028,30358,thriller,thriller,thriller,353
5920,39028,11743,fiction,fiction,fiction,281
5920,39028,20939,mystery,mystery,mystery,159
5920,39028,14821,horror,horror,horror,90
5920,39028,29076,suspense,suspense,suspense,86
5920,39028,8517,crime,crime,crime,50
5920,39028,11305,fantasy,fantasy,fantasy,30
5920,39028,22973,paranormal,paranormal,paranormal,18
5920,39028,10210,ebooks,ebooks,ebooks,15
5920,39028,26837,science-fiction,science-fiction,science_fiction,12
5920,39028,8055,contemporary,contemporary,contemporary,5
3750,39030,30358,thriller,thriller,thriller,486
3750,39030,20939,mystery,mystery,mystery,398
3750,39030,11743,fiction,fiction,fiction,344
3750,39030,14821,horror,horror,horror,344
3750,39030,29076,suspense,suspense,suspense,96
3750,39030,26837,science-fiction,science-fiction,science_fiction,83
3750,39030,8517,crime,crime,crime,53
3750,39030,11305,fantasy,fantasy,fantasy,31
3750,39030,10210,ebooks,ebooks,ebooks,26
3750,39030,22973,paranormal,paranormal,paranormal,17
3750,39030,14552,history,history,history,16
3750,39030,8055,contemporary,contemporary,contemporary,8
3688,39031,30358,thriller,thriller,thriller,519
3688,39031,11743,fiction,fiction,fiction,360
3688,39031,14821,horror,horror,horror,244
3688,39031,20939,mystery,mystery,mystery,206
3688,39031,29076,suspense,suspense,suspense,119
3688,39031,8517,crime,crime,crime,94
3688,39031,26837,science-fiction,science-fiction,science_fiction,36
3688,39031,11305,fantasy,fantasy,fantasy,29
3688,39031,10210,ebooks,ebooks,ebooks,23
3688,39031,14487,historical-fiction,historical-fiction,historical_fiction,17
3688,39031,22973,paranormal,paranormal,paranormal,15
3688,39031,8055,contemporary,contemporary,contemporary,11
8067,39032,30358,thriller,thriller,thriller,216
8067,39032,11743,fiction,fiction,fiction,145
8067,39032,20939,mystery,mystery,mystery,83
8067,39032,26837,science-fiction,science-fiction,science_fiction,36
8067,39032,29076,suspense,suspense,suspense,34
8067,39032,14821,horror,horror,horror,31
8067,39032,8517,crime,crime,crime,10
8067,39032,10210,ebooks,ebooks,ebooks,8
8067,39032,26816,science,science,science,7
8067,39032,11305,fantasy,fantasy,fantasy,5
4700,39033,20939,mystery,mystery,mystery,406
4700,39033,11743,fiction,fiction,fiction,268
4700,39033,14821,horror,horror,horror,209
4700,39033,30358,thriller,thriller,thriller,141
4700,39033,29076,suspense,suspense,suspense,90
4700,39033,8517,crime,crime,crime,69
4700,39033,11305,fantasy,fantasy,fantasy,20
4700,39033,10210,ebooks,ebooks,ebooks,20
4700,39033,26837,science-fiction,science-fiction,science_fiction,13
4700,39033,22973,paranormal,paranormal,paranormal,10
4700,39033,8055,contemporary,contemporary,contemporary,9
5751,39045,6750,chick-lit,chick-lit,chick_lit,283
5751,39045,11743,fiction,fiction,fiction,240
5751,39045,15048,humor,humor,humor,43
5751,39045,8055,contemporary,contemporary,contemporary,23
5751,39045,26138,romance,romance,romance,20
5751,39045,10210,ebooks,ebooks,ebooks,4
4272,39542,8150,cookbooks,cookbooks,cookbooks,582
4272,39542,21773,nonfiction,nonfiction,nonfiction,33
8976,39664,11743,fiction,fiction,fiction,230
8976,39664,14821,horror,horror,horror,70
8976,39664,7457,classics,classics,classics,34
8976,39664,30358,thriller,thriller,thriller,34
8976,39664,8517,crime,crime,crime,22
8976,39664,20939,mystery,mystery,mystery,20
8976,39664,14487,historical-fiction,historical-fiction,historical_fiction,14
8976,39664,8055,contemporary,contemporary,contemporary,10
8976,39664,11305,fantasy,fantasy,fantasy,8
8976,39664,10210,ebooks,ebooks,ebooks,8
8976,39664,29076,suspense,suspense,suspense,6
7109,39792,20939,mystery,mystery,mystery,312
7109,39792,8517,crime,crime,crime,200
7109,39792,30358,thriller,thriller,thriller,65
7109,39792,11743,fiction,fiction,fiction,61
7109,39792,10210,ebooks,ebooks,ebooks,16
7109,39792,29076,suspense,suspense,suspense,13
6516,39795,20939,mystery,mystery,mystery,547
6516,39795,11743,fiction,fiction,fiction,288
6516,39795,30358,thriller,thriller,thriller,100
6516,39795,8517,crime,crime,crime,46
6516,39795,29076,suspense,suspense,suspense,20
6516,39795,10210,ebooks,ebooks,ebooks,18
6516,39795,8055,contemporary,contemporary,contemporary,14
6802,39796,20939,mystery,mystery,mystery,333
6802,39796,8517,crime,crime,crime,244
6802,39796,11743,fiction,fiction,fiction,179
6802,39796,30358,thriller,thriller,thriller,64
6802,39796,29076,suspense,suspense,suspense,16
6802,39796,10210,ebooks,ebooks,ebooks,13
6802,39796,8055,contemporary,contemporary,contemporary,7
8556,39798,20939,mystery,mystery,mystery,250
8556,39798,8517,crime,crime,crime,207
8556,39798,11743,fiction,fiction,fiction,147
8556,39798,30358,thriller,thriller,thriller,62
8556,39798,29076,suspense,suspense,suspense,13
8556,39798,10210,ebooks,ebooks,ebooks,11
8556,39798,8055,contemporary,contemporary,contemporary,5
8280,39799,20939,mystery,mystery,mystery,257
8280,39799,8517,crime,crime,crime,197
8280,39799,11743,fiction,fiction,fiction,151
8280,39799,30358,thriller,thriller,thriller,66
8280,39799,29076,suspense,suspense,suspense,14
8280,39799,10210,ebooks,ebooks,ebooks,11
8280,39799,8055,contemporary,contemporary,contemporary,9
8387,39801,20939,mystery,mystery,mystery,353
8387,39801,8517,crime,crime,crime,228
8387,39801,11743,fiction,fiction,fiction,210
8387,39801,30358,thriller,thriller,thriller,74
8387,39801,29076,suspense,suspense,suspense,18
8387,39801,10210,ebooks,ebooks,ebooks,12
8387,39801,8055,contemporary,contemporary,contemporary,7
7946,39926,21773,nonfiction,nonfiction,nonfiction,347
7946,39926,23471,philosophy,philosophy,philosophy,46
7946,39926,7457,classics,classics,classics,12
7946,39926,27095,self-help,self-help,self_help,9
7946,39926,8055,contemporary,contemporary,contemporary,8
7946,39926,10210,ebooks,ebooks,ebooks,7
4094,39963,14487,historical-fiction,historical-fiction,historical_fiction,477
4094,39963,33114,young-adult,young-adult,young_adult,281
4094,39963,11743,fiction,fiction,fiction,199
4094,39963,6953,childrens,childrens,children,168
4094,39963,15048,humor,humor,humor,150
4094,39963,7457,classics,classics,classics,30
4094,39963,6857,children,children,children,18
4094,39963,14552,history,history,history,14
5020,39980,14487,historical-fiction,historical-fiction,historical_fiction,408
5020,39980,33114,young-adult,young-adult,young_adult,285
5020,39980,11743,fiction,fiction,fiction,167
5020,39980,6953,childrens,childrens,children,140
5020,39980,15048,humor,humor,humor,106
5020,39980,6857,children,children,children,90
5020,39980,7457,classics,classics,classics,17
5020,39980,14552,history,history,history,12
184,39988,33114,young-adult,young-adult,young_adult,1019
184,39988,15048,humor,humor,humor,409
184,39988,11743,fiction,fiction,fiction,134
184,39988,11305,fantasy,fantasy,fantasy,111
184,39988,6857,children,children,children,109
184,39988,8055,contemporary,contemporary,contemporary,67
184,39988,22973,paranormal,paranormal,paranormal,66
300,39999,14487,historical-fiction,historical-fiction,historical_fiction,3844
300,39999,33114,young-adult,young-adult,young_adult,1804
300,39999,11743,fiction,fiction,fiction,1779
300,39999,7457,classics,classics,classics,476
300,39999,14552,history,history,history,414
300,39999,6953,childrens,childrens,children,223
300,39999,6857,children,children,children,175
300,39999,8055,contemporary,contemporary,contemporary,118
300,39999,10210,ebooks,ebooks,ebooks,57
982,40024,20939,mystery,mystery,mystery,1756
982,40024,14487,historical-fiction,historical-fiction,historical_fiction,1654
982,40024,11743,fiction,fiction,fiction,1317
982,40024,30358,thriller,thriller,thriller,392
982,40024,8517,crime,crime,crime,359
982,40024,29076,suspense,suspense,suspense,122
982,40024,14552,history,history,history,97
982,40024,14821,horror,horror,horror,97
982,40024,10210,ebooks,ebooks,ebooks,31
982,40024,8055,contemporary,contemporary,contemporary,22
3788,40067,14552,history,history,history,641
3788,40067,21773,nonfiction,nonfiction,nonfiction,298
3788,40067,8517,crime,crime,crime,86
3788,40067,26816,science,science,science,82
3788,40067,20939,mystery,mystery,mystery,78
3788,40067,14487,historical-fiction,historical-fiction,historical_fiction,76
3788,40067,4605,biography,biography,biography,60
3788,40067,11743,fiction,fiction,fiction,33
3788,40067,10210,ebooks,ebooks,ebooks,16
3788,40067,30358,thriller,thriller,thriller,13
3788,40067,8055,contemporary,contemporary,contemporary,7
3788,40067,29076,suspense,suspense,suspense,6
211,40102,21773,nonfiction,nonfiction,nonfiction,2325
211,40102,5951,business,business,business,1141
211,40102,26816,science,science,science,757
211,40102,27095,self-help,self-help,self_help,465
211,40102,23471,philosophy,philosophy,philosophy,191
211,40102,10210,ebooks,ebooks,ebooks,38
211,40102,11743,fiction,fiction,fiction,36
9391,40136,21773,nonfiction,nonfiction,nonfiction,115
9391,40136,19733,memoir,memoir,memoir,81
9391,40136,31155,travel,travel,travel,62
9391,40136,4605,biography,biography,biography,37
9391,40136,15048,humor,humor,humor,22
9391,40136,8150,cookbooks,cookbooks,cookbooks,14
9391,40136,11743,fiction,fiction,fiction,6
5880,40158,11305,fantasy,fantasy,fantasy,2176
5880,40158,33114,young-adult,young-adult,young_adult,931
5880,40158,11743,fiction,fiction,fiction,266
5880,40158,26138,romance,romance,romance,144
5880,40158,14487,historical-fiction,historical-fiction,historical_fiction,104
5880,40158,6953,childrens,childrens,children,27
5880,40158,10210,ebooks,ebooks,ebooks,26
5880,40158,6857,children,children,children,18
5880,40158,20939,mystery,mystery,mystery,17
6009,40159,11305,fantasy,fantasy,fantasy,1799
6009,40159,33114,young-adult,young-adult,young_adult,813
6009,40159,11743,fiction,fiction,fiction,227
6009,40159,26138,romance,romance,romance,110
6009,40159,14487,historical-fiction,historical-fiction,historical_fiction,82
6009,40159,10210,ebooks,ebooks,ebooks,25
6009,40159,6953,childrens,childrens,children,24
6009,40159,20939,mystery,mystery,mystery,24
6009,40159,6857,children,children,children,18
5212,40168,2938,art,art,art,216
5212,40168,21773,nonfiction,nonfiction,nonfiction,29
5212,40168,27095,self-help,self-help,self_help,9
5212,40168,4605,biography,biography,biography,3
5212,40168,5951,business,business,business,2
605,40173,15048,humor,humor,humor,956
605,40173,19733,memoir,memoir,memoir,469
605,40173,21773,nonfiction,nonfiction,nonfiction,301
605,40173,4605,biography,biography,biography,210
605,40173,6750,chick-lit,chick-lit,chick_lit,109
605,40173,11743,fiction,fiction,fiction,34
605,40173,10210,ebooks,ebooks,ebooks,32
605,40173,8055,contemporary,contemporary,contemporary,25
2063,40189,31155,travel,travel,travel,936
2063,40189,19733,memoir,memoir,memoir,380
2063,40189,21773,nonfiction,nonfiction,nonfiction,245
2063,40189,4605,biography,biography,biography,127
2063,40189,11743,fiction,fiction,fiction,110
2063,40189,15048,humor,humor,humor,93
2063,40189,8055,contemporary,contemporary,contemporary,23
2063,40189,7457,classics,classics,classics,8
2063,40189,14552,history,history,history,7
3791,40200,14487,historical-fiction,historical-fiction,historical_fiction,1318
3791,40200,11743,fiction,fiction,fiction,818
3791,40200,26138,romance,romance,romance,99
3791,40200,14552,history,history,history,56
3791,40200,8055,contemporary,contemporary,contemporary,32
3791,40200,10210,ebooks,ebooks,ebooks,24
3791,40200,7457,classics,classics,classics,16
3791,40200,20939,mystery,mystery,mystery,14
7986,40217,11305,fantasy,fantasy,fantasy,1391
7986,40217,26138,romance,romance,romance,187
7986,40217,11743,fiction,fiction,fiction,164
7986,40217,10210,ebooks,ebooks,ebooks,21
7986,40217,14487,historical-fiction,historical-fiction,historical_fiction,12
7986,40217,26837,science-fiction,science-fiction,science_fiction,8
7986,40217,22973,paranormal,paranormal,paranormal,6
4440,40223,11305,fantasy,fantasy,fantasy,419
4440,40223,26138,romance,romance,romance,265
4440,40223,11743,fiction,fiction,fiction,231
4440,40223,14487,historical-fiction,historical-fiction,historical_fiction,29
4440,40223,10210,ebooks,ebooks,ebooks,25
4440,40223,22973,paranormal,paranormal,paranormal,14
4440,40223,26837,science-fiction,science-fiction,science_fiction,13
8413,40271,11305,fantasy,fantasy,fantasy,923
8413,40271,11743,fiction,fiction,fiction,170
8413,40271,14487,historical-fiction,historical-fiction,historical_fiction,38
8413,40271,26837,science-fiction,science-fiction,science_fiction,35
8413,40271,10210,ebooks,ebooks,ebooks,21
8413,40271,33114,young-adult,young-adult,young_adult,14
8413,40271,14552,history,history,history,13
8413,40271,26816,science,science,science,12
8413,40271,26138,romance,romance,romance,7
5685,40289,26837,science-fiction,science-fiction,science_fiction,172
5685,40289,11743,fiction,fiction,fiction,74
5685,40289,30358,thriller,thriller,thriller,22
5685,40289,14821,horror,horror,horror,15
5685,40289,11305,fantasy,fantasy,fantasy,13
5685,40289,29076,suspense,suspense,suspense,7
5685,40289,26816,science,science,science,6
5685,40289,20939,mystery,mystery,mystery,4
5685,40289,7457,classics,classics,classics,2
4138,40290,11305,fantasy,fantasy,fantasy,1859
4138,40290,11743,fiction,fiction,fiction,358
4138,40290,14487,historical-fiction,historical-fiction,historical_fiction,107
4138,40290,33114,young-adult,young-adult,young_adult,53
4138,40290,10210,ebooks,ebooks,ebooks,30
4138,40290,14552,history,history,history,19
4138,40290,26816,science,science,science,16
4138,40290,26837,science-fiction,science-fiction,science_fiction,9
8944,40293,26837,science-fiction,science-fiction,science_fiction,401
8944,40293,11743,fiction,fiction,fiction,220
8944,40293,14487,historical-fiction,historical-fiction,historical_fiction,106
8944,40293,11305,fantasy,fantasy,fantasy,92
8944,40293,14552,history,history,history,32
8944,40293,26816,science,science,science,22
8944,40293,33114,young-adult,young-adult,young_adult,8
8944,40293,31155,travel,travel,travel,5
8763,40313,26138,romance,romance,romance,304
8763,40313,20939,mystery,mystery,mystery,152
8763,40313,11743,fiction,fiction,fiction,102
8763,40313,6750,chick-lit,chick-lit,chick_lit,100
8763,40313,15048,humor,humor,humor,57
8763,40313,8055,contemporary,contemporary,contemporary,39
8763,40313,8517,crime,crime,crime,17
8763,40313,29076,suspense,suspense,suspense,13
8763,40313,10210,ebooks,ebooks,ebooks,10
1694,40317,20939,mystery,mystery,mystery,1611
1694,40317,11743,fiction,fiction,fiction,489
1694,40317,15048,humor,humor,humor,417
1694,40317,6750,chick-lit,chick-lit,chick_lit,346
1694,40317,26138,romance,romance,romance,270
1694,40317,8517,crime,crime,crime,176
1694,40317,8055,contemporary,contemporary,contemporary,102
1694,40317,29076,suspense,suspense,suspense,45
1694,40317,30358,thriller,thriller,thriller,32
1694,40317,10210,ebooks,ebooks,ebooks,32
7241,40320,26138,romance,romance,romance,403
7241,40320,20939,mystery,mystery,mystery,181
7241,40320,6750,chick-lit,chick-lit,chick_lit,147
7241,40320,11743,fiction,fiction,fiction,123
7241,40320,15048,humor,humor,humor,75
7241,40320,8055,contemporary,contemporary,contemporary,57
7241,40320,29076,suspense,suspense,suspense,18
7241,40320,8517,crime,crime,crime,16
7241,40320,10210,ebooks,ebooks,ebooks,7
4895,40329,20939,mystery,mystery,mystery,501
4895,40329,26138,romance,romance,romance,207
4895,40329,11743,fiction,fiction,fiction,188
4895,40329,6750,chick-lit,chick-lit,chick_lit,182
4895,40329,15048,humor,humor,humor,129
4895,40329,8055,contemporary,contemporary,contemporary,63
4895,40329,8517,crime,crime,crime,44
4895,40329,29076,suspense,suspense,suspense,24
4895,40329,30358,thriller,thriller,thriller,19
4895,40329,10210,ebooks,ebooks,ebooks,12
4895,40329,28422,sports,sports,sports,7
1267,40331,20939,mystery,mystery,mystery,1813
1267,40331,11743,fiction,fiction,fiction,581
1267,40331,15048,humor,humor,humor,471
1267,40331,6750,chick-lit,chick-lit,chick_lit,410
1267,40331,26138,romance,romance,romance,304
1267,40331,8517,crime,crime,crime,208
1267,40331,8055,contemporary,contemporary,contemporary,108
1267,40331,29076,suspense,suspense,suspense,64
1267,40331,30358,thriller,thriller,thriller,44
1267,40331,10210,ebooks,ebooks,ebooks,43
2569,40395,26837,science-fiction,science-fiction,science_fiction,1487
2569,40395,11305,fantasy,fantasy,fantasy,800
2569,40395,7457,classics,classics,classics,569
2569,40395,11743,fiction,fiction,fiction,485
2569,40395,10210,ebooks,ebooks,ebooks,86
2569,40395,26138,romance,romance,romance,79
2569,40395,33114,young-adult,young-adult,young_adult,26
2569,40395,26816,science,science,science,16
3833,40425,7457,classics,classics,classics,959
3833,40425,11743,fiction,fiction,fiction,590
3833,40425,11305,fantasy,fantasy,fantasy,435
3833,40425,26837,science-fiction,science-fiction,science_fiction,66
3833,40425,26138,romance,romance,romance,46
3833,40425,14487,historical-fiction,historical-fiction,historical_fiction,40
3833,40425,10210,ebooks,ebooks,ebooks,36
3833,40425,33114,young-adult,young-adult,young_adult,35
3833,40425,6857,children,children,children,21
3833,40425,30358,thriller,thriller,thriller,12
3833,40425,6953,childrens,childrens,children,11
417,40440,11743,fiction,fiction,fiction,3617
417,40440,20939,mystery,mystery,mystery,2613
417,40440,14487,historical-fiction,historical-fiction,historical_fiction,1291
417,40440,11305,fantasy,fantasy,fantasy,312
417,40440,29076,suspense,suspense,suspense,189
417,40440,8055,contemporary,contemporary,contemporary,164
417,40440,30358,thriller,thriller,thriller,111
417,40440,14821,horror,horror,horror,79
417,40440,33114,young-adult,young-adult,young_adult,72
417,40440,6750,chick-lit,chick-lit,chick_lit,51
417,40440,22973,paranormal,paranormal,paranormal,50
417,40440,10210,ebooks,ebooks,ebooks,48
417,40440,26138,romance,romance,romance,43
2241,40445,26837,science-fiction,science-fiction,science_fiction,1826
2241,40445,11743,fiction,fiction,fiction,523
2241,40445,20939,mystery,mystery,mystery,288
2241,40445,30358,thriller,thriller,thriller,98
2241,40445,8517,crime,crime,crime,95
2241,40445,11305,fantasy,fantasy,fantasy,60
2241,40445,26816,science,science,science,40
2241,40445,10210,ebooks,ebooks,ebooks,25
9927,40465,11743,fiction,fiction,fiction,365
9927,40465,15048,humor,humor,humor,174
9927,40465,8055,contemporary,contemporary,contemporary,36
9927,40465,7457,classics,classics,classics,3
6007,40470,11743,fiction,fiction,fiction,505
6007,40470,14487,historical-fiction,historical-fiction,historical_fiction,48
