id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,book_key,lead_author,language_known,publication_year_known,early_title_key,strict_title_key,star_ratings_total,star_weighted_average,average_rating_star_gap,cleaned_rating_activity_count,cleaned_rating_activity_mean,reading_intent_count,main_genre,main_genre_tag_count,main_genre_book_count,demand_absolute_score,exposure_gap_score,genre_scarcity_score,quality_score,first_review_score,reader_intent_contribution,exposure_gap_contribution,genre_scarcity_contribution,quality_contribution,intent_per_cleaned_rating,relative_demand_score,relative_reader_intent_contribution,relative_review_score
1800,22590,22590,62929,151,8498000831,9788498000830.0,"Philip K. Dick, David Alabort, Manuel Espín",1969.0,Ubik,Ubik,spa,4.1,48256,58063,2957,548,2176,10594,22241,22504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1800,Philip K. Dick,True,True,ubik,ubik,58063,4.101854881766357,-0.0018548817663575,100,3.92,173,science_fiction,1968,312,87.13255381925472,21.76811277456016,70.20544202819364,63.211670855644186,62.93694678177248,29.62506829854661,5.224347065894438,15.445197246202602,12.642334171128836,1.73,87.07245109824063,29.604633373401818,62.9165118566277
1074,4982,4982,905970,102,1857988841,9781857988840.0,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,The Sirens of Titan,en-GB,4.16,72493,83867,3241,552,2636,14460,31577,34642,https://images.gr-assets.com/books/1419363185m/4982.jpg,https://images.gr-assets.com/books/1419363185s/4982.jpg,1074,Kurt Vonnegut Jr.,True,True,the sirens of titan,sirens of titan,83867,4.158035937853983,0.0019640621460172,100,4.06,171,science_fiction,1549,312,86.95224565621244,13.872800786799258,70.20544202819364,72.91552835755655,62.92153862965797,29.563763523112232,3.3294721888318217,15.445197246202602,14.583105671511312,1.71,86.90853458638401,29.548901759370565,62.9066768659163
2752,18505796,18505796,26365939,29,62265423,9780062265420.0,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93,33969,39748,3485,1106,2034,7948,15912,12748,https://images.gr-assets.com/books/1451446393m/18505796.jpg,https://images.gr-assets.com/books/1451446393s/18505796.jpg,2752,Dan   Harris,True,True,"10% happier: how i tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works",10 happier how i tamed voice in my head reduced stress without losing my edge and found self help that actually works,39748,3.934940122773473,-0.0049401227734726,100,3.92,131,self_help,488,102,82.24784176592722,31.624959020872037,91.38345536006996,36.11080756201508,62.88077805704295,27.964266200415256,7.589990165009287,20.104360179215387,7.222161512403017,1.31,82.11670855644192,27.919680909190255,62.836192765817955
4509,63032,63032,3294830,84,843396867X,9788433968680.0,Roberto Bolaño,2004.0,2666,2666,spa,4.2,15000,22318,2930,622,1147,2739,6398,11412,https://images.gr-assets.com/books/1412644327m/63032.jpg,https://images.gr-assets.com/books/1412644327s/63032.jpg,4509,Roberto Bolaño,True,True,2666,2666,22318,4.202213459987454,-0.0022134599874537,98,3.9693877551020407,135,fiction,1039,1808,82.71773576658289,69.54431209703857,9.88416566495465,78.84384220303792,62.75794995082505,28.124030160638185,16.690634903289258,2.1745164462900237,15.768768440607586,1.3775510204081634,82.9198994645394,28.192765817943396,62.82668560813026
8265,23299512,23299512,42855493,22,62380877,9780062380880.0,Victoria Schwab,2016.0,This Savage Song,"This Savage Song (Monsters of Verity, #1)",eng,4.14,17210,22459,5057,185,662,3593,9472,8547,https://images.gr-assets.com/books/1445529989m/23299512.jpg,https://images.gr-assets.com/books/1445529989s/23299512.jpg,8265,Victoria Schwab,True,True,this savage song,this savage song,22459,4.136916158332962,0.0030838416670375,99,4.08080808080808,138,fantasy,1815,1153,83.10567151131025,61.81838050486286,26.062725385203805,69.70822860889521,62.76778494153645,28.255928313845487,14.836411321167086,5.733799584744837,13.941645721779045,1.393939393939394,83.20402141842422,28.289367282264237,62.8012239099552
3341,18739426,18739426,26616838,21,,,Brandon Sanderson,2016.0,The Bands of Mourning,"The Bands of Mourning (Mistborn, #6)",eng,4.45,28866,33232,2379,42,249,2519,12186,18236,https://images.gr-assets.com/books/1450134973m/18739426.jpg,https://images.gr-assets.com/books/1450134973s/18739426.jpg,3341,Brandon Sanderson,True,True,the bands of mourning,bands of mourning,33232,4.454170678863746,-0.0041706788637458,98,4.357142857142857,141,fantasy,2309,1153,83.60288493060868,37.36203693585401,26.062725385203805,97.73795213637854,62.67325975303246,28.424980876406952,8.966888864604961,5.733799584744837,19.547590427275708,1.4387755102040816,83.8159763960223,28.497431974647583,62.74571085127309
4487,27333,27333,880193,74,618249060,9780618249060.0,"Rachel Carson, Linda Lear, Edward O. Wilson",1962.0,Silent Spring,Silent Spring,en-US,3.94,24027,25328,1415,611,1311,5511,9428,8467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4487,Rachel Carson,True,True,silent spring,silent spring,25328,3.940816487681617,-0.0008164876816172,100,3.85,138,nonfiction,503,257,83.10567151131025,45.12075183040105,73.31439186974102,37.886569773795216,62.79138891924381,28.255928313845487,10.82898043929625,16.129166211343023,7.577313954759044,1.38,82.96361053436783,28.207627581685063,62.74308818708338
7373,23766634,23766634,25126752,18,1408857901,9781408857910.0,Sarah J. Maas,2017.0,A Court of Wings and Ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",eng,4.54,55037,68830,12210,463,1289,5123,15585,46370,https://images.gr-assets.com/books/1485528243m/23766634.jpg,https://images.gr-assets.com/books/1485528243s/23766634.jpg,7373,Sarah J. Maas,True,True,a court of wings and ruin,court of wings and ruin,68830,4.541624291733256,-0.0016242917332558,95,4.547368421052632,384,fantasy,3285,1153,95.47590427275708,18.94874877062616,26.062725385203805,99.18588132444542,62.5804830073216,32.46180745273741,4.547699704950278,5.733799584744837,19.837176264889084,4.042105263157895,95.83652059884166,32.58441700360617,62.70309255819036
4063,24876258,24876258,24239884,19,451466802,9780451466810.0,Jim Butcher,2015.0,The Aeronaut's Windlass ,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,4.18,20845,25887,3252,306,863,3593,10293,10832,https://images.gr-assets.com/books/1425415066m/24876258.jpg,https://images.gr-assets.com/books/1425415066s/24876258.jpg,4063,Jim Butcher,True,True,the aeronaut's windlass,aeronaut s windlass,25887,4.177502221192104,0.0024977788078954,100,4.08,164,fantasy,1818,1153,86.2528685389575,51.885039886351215,26.062725385203805,75.98623101300404,62.70943066331549,29.325975303245556,12.45240957272429,5.733799584744837,15.197246202600809,1.64,86.22008523658616,29.314828980439295,62.69828434050923
2661,2082136,2082136,2398516,45,393064646,9780393064640.0,Mary Roach,2008.0,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,en-US,3.83,38157,41808,4005,806,2534,10882,16474,11112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2661,Mary Roach,True,True,bonk: the curious coupling of science and sex,bonk curious coupling of science and sex,41808,3.826444699579028,0.003555300420972,100,3.94,191,science,1469,86,88.53130805376462,28.02972352748333,96.11517866899791,23.13408370669872,62.599934433395255,30.10064473827997,6.727133646596,21.145339307179544,4.626816741339744,1.91,88.46574144902196,30.07835209266747,62.57764178778275
3534,12652457,12652457,17766175,25,,,Brent Weeks,2014.0,The Broken Eye,"The Broken Eye (Lightbringer, #3)",eng,4.46,27754,30003,1401,77,328,2288,10202,17108,https://images.gr-assets.com/books/1376583941m/12652457.jpg,https://images.gr-assets.com/books/1376583941s/12652457.jpg,3534,Brent Weeks,True,True,the broken eye,broken eye,30003,4.4643868946438685,-0.0043868946438685,96,4.333333333333333,125,fantasy,1462,1153,81.30805376461588,38.760791170363895,26.062725385203805,97.98382690416348,62.277893126434265,27.6447382799694,9.302589880887334,5.733799584744837,19.596765380832696,1.3020833333333333,82.03475030051361,27.89181510217463,62.524969948639495
2367,11206,11206,1408023,58,452274427,9780452274430.0,Julia Alvarez,1994.0,In the Time of the Butterflies,In the Time of the Butterflies,eng,4.13,39917,43803,3168,412,1369,7363,17645,17014,https://images.gr-assets.com/books/1411410276m/11206.jpg,https://images.gr-assets.com/books/1411410276s/11206.jpg,2367,Julia Alvarez,True,True,in the time of the butterflies,in time of butterflies,43803,4.1296029952286375,0.0003970047713623,100,3.98,130,historical_fiction,885,410,82.10031690525625,26.816741339744286,66.26051797617747,68.11823844388591,62.55108731286198,27.914107747787128,6.436017921538628,14.577313954759044,13.623647688777185,1.3,81.96918369577095,27.869522456562127,62.50650202163698
3526,26252859,26252859,46249638,55,148473274X,9781484732750.0,Rick Riordan,2016.0,The Hidden Oracle,"The Hidden Oracle (The Trials of Apollo, #1)",eng,4.33,45127,51872,6928,356,1017,6245,17944,26310,https://images.gr-assets.com/books/1449765273m/26252859.jpg,https://images.gr-assets.com/books/1449765273s/26252859.jpg,3526,Rick Riordan,True,True,the hidden oracle,hidden oracle,51872,4.327016502159161,0.0029834978408391,100,4.22,202,young_adult,266,765,89.30717954321932,23.330783520926676,36.54245437657087,92.50355152442356,62.50387935744727,30.36444104469457,5.599388045022401,8.03933996284559,18.500710304884716,2.02,89.25800458966233,30.347721560485194,62.48715987323791
2667,8592946,8592946,13462590,30,310321913,9780310321910.0,Ann Voskamp,2011.0,One Thousand Gifts,One Thousand Gifts: A Dare to Live Fully Right Where You Are,eng,4.03,33960,35216,2918,1492,2377,5805,9323,16219,https://images.gr-assets.com/books/1393970725m/8592946.jpg,https://images.gr-assets.com/books/1393970725s/8592946.jpg,2667,Ann Voskamp,True,True,one thousand gifts,one thousand gifts,35216,4.03362108132667,-0.0036210813266697,98,4.040816326530612,136,nonfiction,112,257,82.81062178996831,31.64681455578625,73.31439186974102,52.02163697956508,62.28434050923396,28.155611408589227,7.595235493388699,16.129166211343023,10.404327395913016,1.3877551020408163,83.00732160419626,28.22248934542673,62.35121844607147
5921,25733990,25733990,42721200,41,1101886692,9781101886690.0,Sylvain Neuvel,2016.0,Sleeping Giants,"Sleeping Giants (Themis Files, #1)",eng,3.84,19371,24115,4369,397,1445,5873,10371,6029,https://images.gr-assets.com/books/1459785141m/25733990.jpg,https://images.gr-assets.com/books/1459785141s/25733990.jpg,5921,Sylvain Neuvel,True,True,sleeping giants,sleeping giants,24115,3.8372382334646487,0.0027617665353512,100,3.8,151,science_fiction,1259,312,84.78854769970495,55.163370123483766,70.20544202819364,24.2596437547809,62.36444104469457,28.828106217899684,13.239208829636103,15.445197246202602,4.85192875095618,1.51,84.67380614140531,28.789094088077807,62.32542891487269
2083,476543,476543,464779,60,373772467,9780373772470.0,Gena Showalter,2008.0,The Darkest Night,The Darkest Night (Lords of the Underworld #1),eng,4.09,63240,65946,2898,1611,3257,11686,20304,29088,https://images.gr-assets.com/books/1322237965m/476543.jpg,https://images.gr-assets.com/books/1322237965s/476543.jpg,2083,Gena Showalter,True,True,the darkest night,darkest night,65946,4.091817547690535,-0.0018175476905346,100,3.92,151,paranormal,1420,196,84.78854769970495,16.271445743634576,78.3684843186537,61.73095836520599,62.320511419517,28.828106217899684,3.905146978472298,17.241066550103813,12.3461916730412,1.51,84.67380614140531,28.789094088077807,62.28149928969511
1757,27252,27252,1612513,75,345416260,9780345416260.0,Donna Woolfolk Cross,1996.0,Pope Joan,Pope Joan,eng,4.06,51385,56247,4079,854,2240,10552,21373,21228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1757,Donna Woolfolk Cross,True,True,pope joan,pope joan,56247,4.064607890198588,-0.0046078901985886,98,3.9081632653061225,261,historical_fiction,1568,410,92.26860452409574,20.39667795869304,66.26051797617747,56.791607474592944,62.202163697956514,31.37132553819255,4.895202710086329,14.577313954759044,11.35832149491859,2.663265306122449,92.44891268713802,31.43263031362693,62.263468473390894
5613,7617119,7617119,6154629,34,765327821,9780765327830.0,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,22460,3240,602,1829,5770,8169,6090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5613,Dan Wells,True,True,"i am not a serial killer (john cleaver, #1)",i am not serial killer,22460,3.7709706144256456,-0.0009706144256456,100,3.5,145,horror,761,236,84.10009834990711,56.66047426510764,76.00808654791827,16.681237023276143,62.2505737077915,28.59403343896842,13.598513823625831,16.721779040542017,3.3362474046552286,1.45,84.00174844279313,28.560594470549667,62.21713473937274
3489,24983,24983,2439628,60,553562738,9780553562740.0,Connie Willis,1992.0,Doomsday Book,"Doomsday Book (Oxford Time Travel, #1)",eng,4.03,33000,36611,3789,878,1955,6508,13125,14145,https://images.gr-assets.com/books/1403972500m/24983.jpg,https://images.gr-assets.com/books/1403972500s/24983.jpg,3489,Connie Willis,True,True,doomsday book,doomsday book,36611,4.029854415339652,0.0001455846603484,100,4.04,144,science_fiction,1800,312,83.97442902415037,32.55381925472626,70.20544202819364,52.02163697956508,62.21374713146105,28.551305868211127,7.812916621134302,15.445197246202602,10.404327395913016,1.44,83.8870068844935,28.521582340727793,62.184023603977714
2450,16151178,16151178,21547521,31,,,Katja Millay,2012.0,The Sea of Tranquility,The Sea of Tranquility,eng,4.34,52982,65924,8606,1238,2097,7130,17726,37733,https://images.gr-assets.com/books/1465919812m/16151178.jpg,https://images.gr-assets.com/books/1465919812s/16151178.jpg,2450,Katja Millay,True,True,the sea of tranquility,sea of tranquility,65924,4.344260057035374,-0.0042600570353741,98,4.183673469387755,215,young_adult,465,765,90.12676210250244,19.7683313299093,36.54245437657087,93.2739591301497,62.0816304229046,30.64309911485084,4.744399519178232,8.03933996284559,18.654791826029943,2.193877551020408,90.3125341492733,30.706261610752925,62.144792918806694
1539,30555488,30555488,48287641,48,385542364,9780385542360.0,Colson Whitehead,2016.0,The Underground Railroad,The Underground Railroad,eng,4.04,72052,92096,11045,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg,https://images.gr-assets.com/books/1493178362s/30555488.jpg,1539,Colson Whitehead,True,True,the underground railroad,underground railroad,92096,4.036863707435719,0.0031362925642808,100,3.97,697,historical_fiction,2440,410,98.41547371871928,13.998470112556005,66.26051797617747,53.51327723746039,62.10086329362912,33.46126106436456,3.359632827013441,14.577313954759044,10.702655447492075,6.97,98.41547371871927,33.46126106436456,62.10086329362912
5368,25776122,25776122,45625060,4,812993101,9780812993100.0,Helen Simonson,2016.0,The Summer Before the War,The Summer Before the War,eng,3.79,17350,22240,3613,408,1439,5778,9356,5259,https://images.gr-assets.com/books/1443294379m/25776122.jpg,https://images.gr-assets.com/books/1443294379s/25776122.jpg,5368,Helen Simonson,True,True,the summer before the war,summer before war,22240,3.792221223021583,-0.0022212230215825,100,3.65,157,historical_fiction,998,410,85.54256365424544,61.27199213200743,66.26051797617747,18.57174079335592,62.08141186755547,29.084471642443454,14.705278111681784,14.577313954759044,3.714348158671184,1.57,85.46060539831713,29.056605835427824,62.05354606053984
7220,10947600,10947600,13329559,14,1921794097,9781921794090.0,Hannah Harrington,2011.0,Saving June,Saving June,eng,3.97,14867,16238,1489,425,954,3358,5384,6117,https://images.gr-assets.com/books/1349156138m/10947600.jpg,https://images.gr-assets.com/books/1349156138s/10947600.jpg,7220,Hannah Harrington,True,True,saving june,saving june,16238,3.973888409902697,-0.003888409902697,92,3.978260869565217,135,young_adult,576,765,82.71773576658289,70.00327833023712,36.54245437657087,42.93519833897935,61.55119659053656,28.124030160638185,16.800786799256908,8.03933996284559,8.58703966779587,1.4673913043478262,84.14380941973555,28.608895202710087,62.03606163260846
3793,8709524,8709524,18752278,26,1595143211,9781595143210.0,Richelle Mead,2014.0,Silver Shadows,"Silver Shadows (Bloodlines, #5)",en-US,4.37,38152,42572,4250,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,https://images.gr-assets.com/books/1389304070s/8709524.jpg,3793,Richelle Mead,True,True,silver shadows,silver shadows,42572,4.3664380343888,0.0035619656112002,100,4.01,139,young_adult,1058,765,83.2422686045241,28.046115178668995,36.54245437657087,94.98415473718718,62.06960987870178,28.3023713255382,6.731067642880558,8.03933996284559,18.99683094743744,1.39,83.11113539503879,28.257786034313188,62.02502458747677
1333,10883,10883,750514,30,074325807X,9780743258070.0,Walter Isaacson,2003.0,Benjamin Franklin: An American Life,Benjamin Franklin: An American Life,eng,3.96,70335,71804,1386,3086,3391,13181,25649,26497,https://images.gr-assets.com/books/1397772877m/10883.jpg,https://images.gr-assets.com/books/1397772877s/10883.jpg,1333,Walter Isaacson,True,True,benjamin franklin: an american life,benjamin franklin american life,71804,3.9620633947969472,-0.0020633947969472,99,3.717171717171717,225,biography,1335,118,90.66768659162932,14.36455032236914,88.45481368156486,41.31788875532729,61.99814227953229,30.82701344115397,3.4474920773685938,19.46005900994427,8.263577751065458,2.272727272727273,90.73325319637198,30.849306086766475,62.0204349251448
3010,7058405,7058405,1395190,130,1605980927,9781605980930.0,"Camilla Läckberg, Steven T. Murray",2004.0,Isprinsessan,"The Ice Princess (Patrik Hedström, #1)",eng,3.69,29913,39710,3024,1010,3143,11386,15624,8547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3010,Camilla Läckberg,True,True,isprinsessan,isprinsessan,39710,3.693905817174515,-0.0039058171745152,100,3.46,167,crime,495,28,86.54791826029941,35.95235493388701,99.21866462681676,10.528903944924052,61.988744399519184,29.426292208501803,8.628565184132881,21.828106217899684,2.1057807889848106,1.67,86.52059884165665,29.417003606163263,61.97945579718064
8842,23232,23232,1009041,10,375836578,9780375836570.0,David Levithan,2004.0,The Realm of Possibility,The Realm of Possibility,en-US,3.94,13390,13768,1161,328,892,3036,4504,5008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8842,David Levithan,True,True,the realm of possibility,realm of possibility,13768,3.942184776292853,-0.0021847762928528,94,3.765957446808511,125,young_adult,504,765,81.30805376461588,76.40695006010272,36.54245437657087,37.886569773795216,61.59906021199868,27.6447382799694,18.33766801442465,8.03933996284559,7.577313954759044,1.3297872340425532,82.2970167194842,27.98098568462463,61.93530761665391
4356,10639,10639,1157840,32,60005696,9780060005700.0,Barry Schwartz,2004.0,The Paradox of Choice: Why More Is Less,The Paradox of Choice: Why More Is Less,eng,3.84,20990,21859,1076,491,1349,5666,8113,6240,https://images.gr-assets.com/books/1410138134m/10639.jpg,https://images.gr-assets.com/books/1410138134s/10639.jpg,4356,Barry Schwartz,True,True,the paradox of choice: why more is less,paradox of choice why more is less,21859,3.8354453543163,0.0045546456837,98,3.816326530612245,142,nonfiction,224,257,83.72855425636543,51.53535132772375,73.31439186974102,24.2596437547809,61.81728772811715,28.46770844716425,12.368484318653698,16.129166211343023,4.85192875095618,1.4489795918367347,83.9580373729647,28.545732706808,61.89531198776089
1978,14241,14241,1269768,34,143035746,9780143035750.0,Mary Karr,1995.0,The Liars' Club: A Memoir,The Liars' Club,eng,3.92,45153,47561,2259,950,2756,10793,17561,15501,https://images.gr-assets.com/books/1499665766m/14241.jpg,https://images.gr-assets.com/books/1499665766s/14241.jpg,1978,Mary Karr,True,True,the liars' club: a memoir,liars club memoir,47561,3.923172347091104,-0.003172347091104,100,3.87,225,memoir,1038,155,90.66768659162932,23.319855753469565,84.3295814665064,34.4716424434488,61.87061523330783,30.82701344115397,5.596765380832696,18.552507922631406,6.89432848868976,2.25,90.62397552180089,30.812151677412302,61.85575346956616
1839,454856,454856,2119898,30,307395987,9780307395990.0,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,Look Me in the Eye: My Life with Asperger's,en-US,3.91,48189,51937,3736,732,2788,12621,20273,15523,https://images.gr-assets.com/books/1320509615m/454856.jpg,https://images.gr-assets.com/books/1320509615s/454856.jpg,1839,John Elder Robison,True,True,look me in the eye: my life with asperger's,look me in eye my life with asperger s,51937,3.90623255097522,0.0037674490247803,100,3.63,260,memoir,722,155,92.2248934542673,21.8227516118457,84.3295814665064,33.10567151131024,61.767566386187305,31.356463774450884,5.237460386842968,18.552507922631406,6.621134302262049,2.6,92.21396568681018,31.352748333515464,61.76385094525189
3241,22299763,22299763,42090179,29,,,Leigh Bardugo,2016.0,Crooked Kingdom,"Crooked Kingdom (Six of Crows, #2)",eng,4.62,44289,54160,10047,158,392,2732,13092,37786,https://images.gr-assets.com/books/1456172607m/22299763.jpg,https://images.gr-assets.com/books/1456172607s/22299763.jpg,3241,Leigh Bardugo,True,True,crooked kingdom,crooked kingdom,54160,4.6240029542097485,-0.0040029542097483,98,4.540816326530612,197,fantasy,3792,1153,88.97388263577751,23.8771718937821,26.062725385203805,99.68855862747242,61.65315266091139,30.25112009616436,5.730521254507704,5.733799584744837,19.937711725494484,2.010204081632653,89.20336575237678,30.329144355808108,61.73117692055513
8695,10929432,10929432,15846509,15,1423157311,9781423157310.0,Victoria Schwab,2013.0,The Archived,"The Archived (The Archived, #1)",eng,4.02,16580,18048,3455,370,810,3282,7157,6429,https://images.gr-assets.com/books/1338729878m/10929432.jpg,https://images.gr-assets.com/books/1338729878s/10929432.jpg,8695,Victoria Schwab,True,True,the archived,archived,18048,4.02310505319149,-0.00310505319149,97,3.9690721649484537,202,fantasy,318,1153,89.30717954321932,63.89465632171347,26.062725385203805,50.68844934979784,61.57064801661021,30.36444104469457,15.334717517211232,5.733799584744837,10.137689869959567,2.082474226804124,89.77160966014644,30.52234728444979,61.72855425636543
2167,28260587,28260587,25272004,26,1619636077,9781619636070.0,Sarah J. Maas,2016.0,Empire of Storms,"Empire of Storms (Throne of Glass, #5)",eng,4.58,63322,74241,11495,717,1192,4416,15635,52281,https://images.gr-assets.com/books/1463107108m/28260587.jpg,https://images.gr-assets.com/books/1463107108s/28260587.jpg,2167,Sarah J. Maas,True,True,empire of storms,empire of storms,74241,4.583639767783301,-0.0036397677833006,100,4.47,348,fantasy,3454,1153,94.70003278330236,16.249590208720356,26.062725385203805,99.46453939460169,61.72462026008087,32.198011146322806,3.899901650092885,5.733799584744837,19.89290787892034,3.48,94.67817724838815,32.190580264451974,61.71718937821004
2005,10950924,10950924,15868401,31,145161747X,9781451617470.0,Alice Hoffman,2011.0,The Dovekeepers,The Dovekeepers,eng,4.02,48640,54581,7099,1253,2992,9704,20015,20617,https://images.gr-assets.com/books/1306253903m/10950924.jpg,https://images.gr-assets.com/books/1306253903s/10950924.jpg,2005,Alice Hoffman,True,True,the dovekeepers,dovekeepers,54581,4.021436030853227,-0.0014360308532275,100,3.81,304,historical_fiction,1591,410,93.59086438640584,21.53862965796088,66.26051797617747,50.68844934979784,61.70516883400721,31.82089389137799,5.16927111791061,14.577313954759044,10.137689869959567,3.04,93.56900885149165,31.81346300950716,61.69773795213638
1472,20560137,27774758,39113604,71,1595148035,9781595148030.0,Sabaa Tahir,2015.0,An Ember in the Ashes,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492,94982,14542,1316,2448,10085,31685,49448,https://images.gr-assets.com/books/1417957944m/20560137.jpg,https://images.gr-assets.com/books/1417957944s/20560137.jpg,1472,Sabaa Tahir,True,True,an ember in the ashes,ember in ashes,94982,4.321313512033859,-0.0013135120338585,98,4.224489795918367,327,fantasy,5462,1153,94.18096382908972,23.177794776527158,26.062725385203805,91.72768003496886,61.663534039995625,32.021527701890506,5.562670746366517,5.733799584744837,18.34553600699377,3.336734693877551,94.27931373620369,32.054966670309256,61.69697300841439
2565,10128428,10128428,14826219,26,545027896,9780545027890.0,Brian Selznick,2011.0,Wonderstruck,Wonderstruck,eng,4.16,42530,43731,5619,1077,1656,6518,14502,19978,https://images.gr-assets.com/books/1327885739m/10128428.jpg,https://images.gr-assets.com/books/1327885739s/10128428.jpg,2565,Brian Selznick,True,True,wonderstruck,wonderstruck,43731,4.1581715487869015,0.0018284512130986,100,4.13,145,children,577,455,84.10009834990711,24.991804174407168,56.791607474592944,72.91552835755655,61.669325756747895,28.59403343896842,5.99803300185772,12.494153644410448,14.583105671511312,1.45,84.00174844279313,28.560594470549667,61.635886788329145
1710,7507825,7507825,7800569,80,767919386,9780767919390.0,Bill Bryson,2010.0,At Home: A Short History of Private Life,At Home: A Short History of Private Life,eng,3.96,55296,61053,5259,995,2954,13153,24324,19627,https://images.gr-assets.com/books/1372727082m/7507825.jpg,https://images.gr-assets.com/books/1372727082s/7507825.jpg,1710,Bill Bryson,True,True,at home: a short history of private life,at home short history of private life,61053,3.96037868736999,-0.0003786873699902,100,3.87,242,history,1722,194,91.53644410446948,18.872254398426403,80.49939897278986,41.31788875532729,61.625177576221176,31.12239099551962,4.529341055622337,17.70986777401377,8.263577751065458,2.42,91.52551633701235,31.1186755545842,61.62146213528577
1516,242472,242472,2157806,103,1400063515,9781400063510.0,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,The Black Swan: The Impact of the Highly Improbable,eng,3.88,53586,58766,3368,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1516,Nassim Nicholas Taleb,True,True,the black swan: the impact of the highly improbable,black swan impact of highly improbable,58766,3.8830786509206,-0.0030786509206004,100,3.75,236,business,645,102,91.20314719702765,19.451426073653156,91.38345536006996,29.1443558081084,61.61064364550323,31.009070046989404,4.668342257676756,20.104360179215387,5.828871161621681,2.36,91.18129166211342,31.001639165118565,61.6032127636324
3933,14990,14990,2398507,34,393329127,9780393329120.0,Mary Roach,2005.0,Spook: Science Tackles the Afterlife,Spook: Science Tackles the Afterlife,en-US,3.57,26306,27737,2306,802,3023,9144,9144,5624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3933,Mary Roach,True,True,spook: science tackles the afterlife,spook science tackles afterlife,27737,3.568374373580416,0.0016256264195839,100,3.57,170,science,969,86,86.8375040979128,40.97912796415692,96.11517866899791,5.338214402797509,61.57272429242707,29.524751393290355,9.834990711397662,21.145339307179544,1.0676428805595015,1.7,86.79379302808437,29.509889629548688,61.55786252868539
